,loss,val_loss,accuracy,val_accuracy
0,0.8637915849685669,0.6726749539375305,0.5420023202896118,0.5688073635101318
1,0.8168866038322449,0.6647049188613892,0.5742232203483582,0.5963302850723267
2,0.7284358143806458,0.6567413806915283,0.6329113841056824,0.6284403800964355
3,0.6915270686149597,0.6493072509765625,0.6409666538238525,0.6513761281967163
4,0.6775950789451599,0.6424079537391663,0.6444188952445984,0.6697247624397278
5,0.6796855330467224,0.6359779238700867,0.6639816164970398,0.6697247624397278
6,0.6368950009346008,0.6292100548744202,0.6800920367240906,0.6834862232208252
7,0.6075583696365356,0.6226657032966614,0.7019562721252441,0.7018348574638367
8,0.6002788543701172,0.6168196201324463,0.6985040307044983,0.7155963182449341
9,0.5930368304252625,0.6103745102882385,0.7123129963874817,0.7201834917068481
10,0.6006937026977539,0.6038759350776672,0.6915995478630066,0.7339449524879456
11,0.6286727786064148,0.5976447463035583,0.6823935508728027,0.747706413269043
12,0.6081209182739258,0.5924878716468811,0.6962025165557861,0.7385321259498596
13,0.5805924534797668,0.5868017077445984,0.716916024684906,0.7385321259498596
14,0.5483271479606628,0.5818384885787964,0.7215189933776855,0.7431192398071289
15,0.5779916644096375,0.5770961046218872,0.7433832287788391,0.7431192398071289
16,0.5791246294975281,0.5722173452377319,0.6973533034324646,0.752293586730957
17,0.5799239873886108,0.5683563947677612,0.7238205075263977,0.752293586730957
18,0.565433919429779,0.5643833875656128,0.7261219620704651,0.747706413269043
19,0.5664105415344238,0.5613303780555725,0.7157652378082275,0.7431192398071289
20,0.590693473815918,0.5581864714622498,0.7134637236595154,0.7431192398071289
21,0.5505518317222595,0.5563344955444336,0.7203682661056519,0.7339449524879456
22,0.5527175068855286,0.5541582107543945,0.735327959060669,0.7339449524879456
23,0.5300061106681824,0.5515602827072144,0.7399309277534485,0.7385321259498596
24,0.5543339848518372,0.549953818321228,0.7341772317886353,0.7385321259498596
25,0.5324355959892273,0.5492046475410461,0.7203682661056519,0.7431192398071289
26,0.5248916149139404,0.5479817986488342,0.735327959060669,0.7431192398071289
27,0.5600796937942505,0.5474286079406738,0.7330264449119568,0.7431192398071289
28,0.5662868022918701,0.546339213848114,0.7307249903678894,0.747706413269043
29,0.5296170711517334,0.5448948740959167,0.7399309277534485,0.752293586730957
30,0.552278459072113,0.5449694991111755,0.7226697206497192,0.752293586730957
31,0.5354516506195068,0.5454556941986084,0.7537399530410767,0.752293586730957
32,0.5132299661636353,0.5455591082572937,0.7445339560508728,0.752293586730957
33,0.5074909329414368,0.5447101593017578,0.7594936490058899,0.752293586730957
34,0.5289029479026794,0.544528067111969,0.7318757176399231,0.752293586730957
35,0.532886803150177,0.5449911952018738,0.7502877116203308,0.752293586730957
36,0.5212106704711914,0.5449126362800598,0.7284234762191772,0.752293586730957
37,0.5328102707862854,0.5450681447982788,0.7433832287788391,0.7614678740501404
38,0.5235248804092407,0.545430600643158,0.7307249903678894,0.7614678740501404
39,0.5327620506286621,0.5461457967758179,0.7307249903678894,0.7660550475120544
40,0.5395516753196716,0.5470365881919861,0.7341772317886353,0.7614678740501404
41,0.49547332525253296,0.5476177930831909,0.7594936490058899,0.7614678740501404
42,0.5277380347251892,0.5477238297462463,0.7525891661643982,0.7614678740501404
43,0.5197566151618958,0.547604501247406,0.7387802004814148,0.7614678740501404
44,0.5000582337379456,0.5475998520851135,0.7686996459960938,0.7614678740501404
